<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.10	2005.550	2047.900	1973.000	2019.529	596451	0	50
2023.12.17	2019.590	2070.700	2015.860	2053.132	1646007	0	80
2023.12.24	2058.030	2088.510	2053.390	2062.875	1145690	0	124
2023.12.31	2064.980	2078.990	2024.340	2045.516	1632885	0	110
2024.01.07	2044.750	2062.330	2013.160	2049.070	2277746	0	100
2024.01.14	2048.460	2058.660	2001.680	2029.490	2132253	0	100
2024.01.21	2028.530	2037.980	2009.470	2018.506	2217636	0	124
2024.01.28	2023.750	2065.540	2019.180	2039.644	2262764	0	70
2024.02.04	2041.800	2044.640	2014.760	2024.221	1030918	0	124
2024.02.11	2026.070	2031.910	1984.030	2013.307	721861	0	110
2024.02.18	2012.060	2041.390	2011.380	2035.561	680013	0	124
2024.02.25	2033.220	2088.380	2024.380	2083.353	717090	0	120
2024.03.03	2082.620	2195.220	2079.370	2178.540	829471	0	120
2024.03.10	2179.670	2189.030	2150.500	2155.735	434212	0	50
2024.03.17	2154.240	2222.650	2146.080	2165.376	361671	0	50
2024.03.24	2167.750	2236.350	2163.500	2232.643	289988	0	50
2024.03.31	2240.870	2330.440	2228.510	2329.393	443920	0	50
2024.04.07	2326.010	2431.440	2302.900	2344.420	544673	0	50
2024.04.14	2359.720	2417.830	2323.980	2390.714	597295	0	50
2024.04.21	2384.000	2388.380	2291.390	2337.829	365640	0	50
2024.04.28	2333.500	2346.630	2277.380	2301.665	348752	0	50
2024.05.05	2302.100	2378.320	2291.790	2360.487	344838	0	50
2024.05.12	2361.390	2422.740	2332.110	2413.971	363494	0	50
2024.05.19	2423.020	2450.070	2325.460	2333.819	455372	0	50
2024.05.26	2335.590	2364.140	2320.600	2327.229	400390	0	50
2024.06.02	2328.110	2387.690	2286.710	2293.839	426518	0	50
2024.06.09	2289.880	2341.660	2287.780	2332.864	404042	0	50
2024.06.16	2330.960	2368.730	2306.640	2321.540	361342	0	50
2024.06.23	2320.990	2339.750	2293.670	2326.675	381519	0	50
2024.06.30	2323.210	2392.910	2318.500	2391.593	367847	0	50
2024.07.07	2389.670	2424.540	2349.290	2411.437	375813	0	50
2024.07.14	2410.900	2483.740	2393.770	2400.485	445104	0	50
2024.07.21	2403.610	2432.000	2353.110	2387.148	447627	0	50
2024.07.28	2387.950	2477.590	2369.710	2441.926	488026	0	50
2024.08.04	2439.970	2458.820	2364.340	2430.839	489741	0	50
2024.08.11	2427.950	2509.700	2423.860	2507.852	402207	0	50
2024.08.18	2505.610	2531.660	2470.870	2512.391	409007	0	50
2024.08.25	2512.300	2529.067	2493.522	2503.366	638079	0	50
2024.09.01	2502.509	2529.249	2471.876	2497.579	865556	0	111
2024.09.08	2497.062	2586.144	2485.527	2579.091	875472	0	111
2024.09.15	2578.480	2625.778	2546.852	2622.122	959992	0	111
2024.09.22	2620.968	2685.635	2613.823	2658.007	990417	0	111
2024.09.29	2661.738	2673.246	2624.703	2653.543	973638	0	111
2024.10.06	2651.599	2661.486	2602.296	2656.888	947368	0	111
2024.10.13	2650.122	2722.657	2637.999	2721.802	889923	0	111
2024.10.20	2723.116	2758.532	2708.654	2747.047	939174	0	111
2024.10.27	2733.467	2790.099	2724.655	2736.714	912218	0	111
2024.11.03	2732.882	2749.925	2643.238	2684.782	1138606	0	111
2024.11.10	2683.185	2686.165	2536.779	2562.993	1121159	0	111
2024.11.17	2568.051	2715.682	2568.051	2715.597	962714	0	111
2024.11.24	2711.210	2721.429	2605.136	2655.254	1023867	0	111
2024.12.01	2649.078	2657.208	2612.955	2632.992	982225	0	111
2024.12.08	2642.986	2726.230	2627.485	2648.416	715000	0	101
