<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.01.06	04:00:00	3844.59	3847.93	3838.28	3845.11	17752	0	0
2019.01.06	05:00:00	3845.02	3851.56	3840.01	3845.96	17021	0	0
2019.01.06	06:00:00	3845.80	3848.94	3838.44	3841.03	17600	0	0
2019.01.06	07:00:00	3841.05	3842.71	3823.67	3830.62	25002	0	0
2019.01.06	08:00:00	3830.95	3838.73	3825.05	3838.73	25442	0	0
2019.01.06	09:00:00	3838.57	3847.68	3835.03	3838.95	17225	0	0
2019.01.06	10:00:00	3838.96	3873.71	3833.94	3861.28	24100	0	0
2019.01.06	11:00:00	3861.11	3879.70	3859.51	3872.12	27253	0	0
2019.01.06	12:00:00	3872.16	3879.40	3850.33	3856.10	22484	0	0
2019.01.06	13:00:00	3856.16	3869.32	3850.53	3861.12	22876	0	0
2019.01.06	14:00:00	3861.21	3865.76	3852.59	3861.29	21666	0	0
2019.01.06	15:00:00	3861.31	3888.18	3861.31	3874.46	30346	0	0
2019.01.06	16:00:00	3874.48	3882.53	3868.40	3882.18	21146	0	0
2019.01.06	17:00:00	3882.19	4137.72	3881.48	4109.52	100584	0	0
2019.01.06	18:00:00	4109.57	4133.57	4082.67	4094.81	45830	0	0
2019.01.06	19:00:00	4094.95	4110.72	4093.05	4105.50	34229	0	0
2019.01.06	20:00:00	4105.53	4113.62	4079.41	4084.01	32826	0	0
2019.01.06	21:00:00	4084.64	4093.42	4012.89	4017.89	13920	0	0
2019.01.06	22:00:00	4016.14	4085.42	4011.64	4034.89	4905	0	0
2019.01.06	23:00:00	4034.90	4096.27	4034.90	4051.39	3840	0	0
2019.01.07	00:00:00	4051.40	4109.42	4018.64	4031.64	4330	0	0
2019.01.07	01:00:00	4031.65	4095.21	4018.64	4027.39	2914	0	0
2019.01.07	02:00:00	4081.72	4083.33	4024.89	4034.14	4371	0	0
2019.01.07	03:00:00	4033.64	4038.64	4024.64	4025.14	4003	0	520
2019.01.07	04:00:00	4024.65	4079.52	4019.64	4035.89	2385	0	0
2019.01.07	05:00:00	4035.90	4069.26	4025.89	4029.14	4748	0	0
2019.01.07	06:00:00	4029.64	4077.92	4028.14	4034.64	1926	0	0
2019.01.07	07:00:00	4034.64	4050.65	4031.64	4043.64	2223	0	495
2019.01.07	08:00:00	4043.65	4045.39	3964.89	3996.14	3871	0	196
2019.01.07	09:00:00	3993.70	4047.98	3984.46	4004.89	11584	0	0
2019.01.07	10:00:00	4005.39	4045.63	4002.89	4017.89	1353	0	0
2019.01.07	11:00:00	4017.90	4048.46	3992.64	3992.90	1949	0	0
2019.01.07	12:00:00	3993.15	4047.43	3993.15	4019.14	1494	0	0
2019.01.07	13:00:00	4018.89	4049.63	4009.14	4022.14	1924	0	0
2019.01.07	14:00:00	4022.65	4062.97	3999.14	4008.89	2977	0	0
2019.01.07	15:00:00	4007.64	4056.92	4003.14	4016.89	2915	0	0
2019.01.07	16:00:00	4016.90	4048.89	3974.14	4014.65	2378	0	0
2019.01.07	17:00:00	4014.64	4050.89	4009.64	4012.89	4147	0	0
2019.01.07	18:00:00	4012.39	4067.63	4009.39	4021.40	3376	0	0
2019.01.07	19:00:00	4021.14	4070.65	3993.89	4003.64	3982	0	0
2019.01.07	20:00:00	4004.40	4049.48	3999.14	4045.04	4249	0	0
2019.01.07	21:00:00	4045.14	4056.14	3982.39	3994.90	7950	0	0
2019.01.07	22:00:00	3994.89	4039.57	3981.64	4003.64	3173	0	0
2019.01.07	23:00:00	4002.64	4020.15	4001.64	4010.14	3037	0	521
2019.01.08	00:00:00	4010.14	4064.70	3991.64	3995.14	4448	0	0
2019.01.08	01:00:00	3994.89	4046.62	3941.64	3981.14	2829	0	0
2019.01.08	02:00:00	3982.65	4020.07	3973.64	3979.39	6297	0	0
2019.01.08	03:00:00	3978.89	4028.76	3971.64	3976.64	2923	0	0
2019.01.08	04:00:00	3976.64	4019.82	3971.14	3973.39	2076	0	0
2019.01.08	05:00:00	3973.14	4025.77	3962.14	3985.14	5264	0	0
2019.01.08	06:00:00	3985.65	3991.89	3974.39	3977.64	2433	0	469
2019.01.08	07:00:00	3977.39	4027.73	3973.14	3991.14	3321	0	0
2019.01.08	08:00:00	3990.89	4035.53	3984.64	4000.15	3709	0	0
2019.01.08	09:00:00	4000.39	4039.85	3991.64	4006.89	4471	0	0
2019.01.08	10:00:00	4006.90	4052.89	3992.14	4031.39	3790	0	0
2019.01.08	11:00:00	4031.14	4076.28	4017.89	4021.14	3380	0	0
2019.01.08	12:00:00	4021.39	4069.89	4021.39	4059.14	3741	0	0
2019.01.08	13:00:00	4058.64	4102.52	4045.39	4048.89	4591	0	0
2019.01.08	14:00:00	4048.90	4113.14	3997.24	4031.64	5262	0	0
2019.01.08	15:00:00	4031.65	4040.15	3982.39	4002.89	3590	0	0
2019.01.08	16:00:00	4000.64	4075.07	3996.14	3999.64	3988	0	0
2019.01.08	17:00:00	3999.65	4065.04	3987.89	4001.14	4682	0	0
2019.01.08	18:00:00	4001.15	4057.16	3992.64	4012.39	4938	0	0
2019.01.08	19:00:00	4010.89	4019.14	4000.14	4002.14	1788	0	496
2019.01.08	20:00:00	4002.39	4057.75	3991.89	4040.71	6982	0	0
2019.01.08	21:00:00	4041.07	4052.20	3985.64	3998.14	6560	0	0
2019.01.08	22:00:00	4000.65	4002.65	3983.64	3992.40	2477	0	295
2019.01.08	23:00:00	3992.65	4039.08	3959.14	3986.65	5042	0	0
2019.01.09	00:00:00	3987.14	4022.40	3971.39	4012.15	2381	0	246
2019.01.09	01:00:00	4012.40	4027.90	4008.64	4012.64	3723	0	445
2019.01.09	02:00:00	4012.64	4025.39	4012.14	4016.14	2005	0	521
2019.01.09	03:00:00	4016.15	4067.16	4016.14	4025.14	2375	0	0
2019.01.09	04:00:00	4025.39	4078.27	4014.64	4017.39	3998	0	0
2019.01.09	05:00:00	4078.31	4078.49	4006.14	4014.14	4877	0	0
2019.01.09	06:00:00	4014.40	4065.66	4011.14	4014.64	4478	0	0
2019.01.09	07:00:00	4014.65	4076.74	3997.14	4013.15	5535	0	0
2019.01.09	08:00:00	4013.89	4064.28	4006.89	4010.90	3457	0	0
2019.01.09	09:00:00	4010.89	4019.64	4005.64	4011.39	2127	0	496
2019.01.09	10:00:00	4010.89	4042.12	4010.89	4023.64	3541	0	371
2019.01.09	11:00:00	4023.39	4080.94	3973.89	4010.14	3225	0	0
2019.01.09	12:00:00	4009.64	4010.90	3987.64	4004.14	4971	0	496
2019.01.09	13:00:00	4004.39	4036.30	3971.39	3988.14	4305	0	0
2019.01.09	14:00:00	3988.40	4001.64	3976.14	3988.39	3324	0	170
2019.01.09	15:00:00	3988.40	4011.65	3986.64	3995.65	3694	0	371
2019.01.09	16:00:00	3996.14	4036.89	3988.39	4001.64	4558	0	0
2019.01.09	17:00:00	4001.65	4023.34	3995.14	4003.89	7074	0	0
2019.01.09	18:00:00	4004.14	4010.64	3997.64	4010.64	2834	0	370
2019.01.09	19:00:00	4010.39	4039.09	3997.39	4038.10	5013	0	0
2019.01.09	20:00:00	4006.40	4034.09	3989.39	4033.42	5268	0	0
2019.01.09	21:00:00	4033.37	4043.75	3988.39	4005.40	8900	0	0
2019.01.09	22:00:00	4005.14	4034.78	3992.89	4001.15	6210	0	0
2019.01.09	23:00:00	4001.89	4024.14	3996.14	4023.90	5402	0	445
2019.01.10	00:00:00	4024.64	4036.58	4011.39	4020.40	2988	0	0
2019.01.10	01:00:00	4020.64	4055.50	4010.64	4013.65	2311	0	0
2019.01.10	02:00:00	4014.15	4051.53	4008.14	4010.39	7718	0	0
2019.01.10	03:00:00	4009.39	4055.81	4007.90	4024.89	7124	0	0
2019.01.10	04:00:00	4024.64	4062.70	4018.39	4060.82	3367	0	0
2019.01.10	05:00:00	4019.40	4026.89	3753.89	3814.14	8299	0	0
2019.01.10	06:00:00	3812.14	3813.14	3779.89	3801.15	7301	0	220
2019.01.10	07:00:00	3800.89	3809.90	3778.65	3787.65	6530	0	395
2019.01.10	08:00:00	3787.64	3790.65	3761.64	3773.89	6439	0	45
2019.01.10	09:00:00	3774.64	3791.65	3770.39	3777.90	6569	0	369
2019.01.10	10:00:00	3777.64	3790.40	3768.14	3789.39	9429	0	396
2019.01.10	11:00:00	3789.14	3796.64	3773.14	3781.89	8282	0	96
2019.01.10	12:00:00	3781.64	3783.64	3764.89	3775.64	8086	0	171
2019.01.10	13:00:00	3775.39	3780.14	3767.39	3778.89	2812	0	470
2019.01.10	14:00:00	3778.90	3819.33	3773.54	3779.14	5014	0	0
2019.01.10	15:00:00	3779.40	3779.65	3548.39	3615.40	7532	0	0
2019.01.10	16:00:00	3615.14	3816.77	3595.64	3610.14	5393	0	0
2019.01.10	17:00:00	3609.89	3649.30	3591.65	3608.39	2690	0	0
2019.01.10	18:00:00	3608.14	3639.64	3577.89	3633.64	2322	0	121
2019.01.10	19:00:00	3633.89	3647.40	3620.39	3622.39	1898	0	396
2019.01.10	20:00:00	3622.40	3673.71	3615.39	3659.50	4285	0	0
2019.01.10	21:00:00	3658.98	3661.28	3609.64	3622.64	8451	0	0
2019.01.10	22:00:00	3623.14	3634.39	3617.64	3623.39	4138	0	345
2019.01.10	23:00:00	3626.65	3654.15	3601.64	3644.14	2678	0	345
2019.01.11	00:00:00	3644.15	3647.14	3624.93	3628.64	1447	0	0
2019.01.11	01:00:00	3675.74	3682.33	3614.14	3666.46	9488	0	0
2019.01.11	02:00:00	3616.65	3667.08	3612.14	3614.49	2063	0	0
2019.01.11	03:00:00	3613.89	3616.40	3579.14	3608.39	2520	0	45
2019.01.11	04:00:00	3608.40	3632.33	3599.89	3613.40	3911	0	0
2019.01.11	05:00:00	3613.64	3645.83	3608.64	3621.15	5974	0	0
2019.01.11	06:00:00	3622.15	3639.64	3613.89	3639.64	5544	0	371
2019.01.11	07:00:00	3639.65	3670.89	3630.64	3639.64	3338	0	0
2019.01.11	08:00:00	3640.15	3690.41	3619.14	3631.64	5292	0	0
2019.01.11	09:00:00	3685.61	3686.63	3607.64	3624.89	3481	0	0
2019.01.11	10:00:00	3625.14	3676.11	3622.64	3635.64	6022	0	0
2019.01.11	11:00:00	3635.65	3636.90	3611.64	3629.89	3120	0	420
2019.01.11	12:00:00	3629.14	3670.11	3612.14	3612.40	2818	0	0
2019.01.11	13:00:00	3612.14	3675.86	3611.64	3639.40	4435	0	0
2019.01.11	14:00:00	3639.39	3651.89	3632.89	3633.14	2462	0	469
2019.01.11	15:00:00	3632.64	3685.44	3627.64	3642.14	4909	0	0
2019.01.11	16:00:00	3641.89	3678.59	3641.89	3649.89	2394	0	0
2019.01.11	17:00:00	3650.14	3685.72	3638.64	3680.36	3748	0	0
2019.01.11	18:00:00	3650.15	3681.84	3645.89	3647.14	4799	0	0
2019.01.11	19:00:00	3646.64	3685.37	3644.14	3651.64	2070	0	0
2019.01.11	20:00:00	3651.14	3696.56	3639.51	3681.56	3922	0	0
2019.01.11	21:00:00	3682.63	3713.53	3663.03	3670.27	51015	0	0
2019.01.11	22:00:00	3670.78	3673.64	3635.71	3643.68	42851	0	0
2019.01.11	23:00:00	3643.71	3674.53	3586.29	3660.13	67712	0	0
2019.01.12	00:00:00	3659.36	3675.92	3650.30	3661.38	42147	0	0
2019.01.12	01:00:00	3661.50	3663.55	3636.20	3655.69	33527	0	0
2019.01.12	02:00:00	3655.74	3662.62	3646.96	3660.87	29007	0	0
2019.01.12	03:00:00	3660.90	3668.99	3655.40	3666.47	27555	0	0
2019.01.12	04:00:00	3666.77	3666.77	3655.58	3657.67	17478	0	0
2019.01.12	05:00:00	3657.71	3663.66	3656.54	3660.49	17173	0	0
2019.01.12	06:00:00	3660.64	3664.00	3638.21	3647.41	27070	0	0
2019.01.12	07:00:00	3647.35	3654.18	3643.40	3652.00	24370	0	0
2019.01.12	08:00:00	3652.03	3655.19	3639.94	3647.20	27468	0	0
2019.01.12	09:00:00	3647.42	3650.25	3629.61	3649.52	37912	0	0
2019.01.12	10:00:00	3649.52	3652.37	3635.51	3643.14	23319	0	0
2019.01.12	11:00:00	3643.64	3649.47	3634.83	3641.87	27292	0	0
2019.01.12	12:00:00	3641.10	3672.01	3598.51	3654.31	50279	0	0
2019.01.12	13:00:00	3654.70	3657.31	3640.88	3655.53	34356	0	0
2019.01.12	14:00:00	3655.02	3661.65	3652.39	3659.43	23995	0	0
2019.01.12	15:00:00	3659.44	3659.79	3646.78	3656.87	26052	0	0
2019.01.12	16:00:00	3656.79	3663.29	3652.07	3655.71	23461	0	0
2019.01.12	17:00:00	3655.71	3666.07	3640.75	3661.05	23918	0	0
2019.01.12	18:00:00	3661.06	3664.94	3656.76	3661.68	24435	0	0
2019.01.12	19:00:00	3661.37	3663.48	3652.45	3661.56	25828	0	0
2019.01.12	20:00:00	3661.53	3665.92	3649.82	3663.19	22415	0	0
2019.01.12	21:00:00	3662.06	3670.78	3654.65	3659.94	22665	0	0
2019.01.12	22:00:00	3659.72	3678.16	3645.80	3650.88	34625	0	0
2019.01.12	23:00:00	3650.80	3656.92	3625.89	3648.94	35847	0	0
2019.01.13	00:00:00	3649.11	3651.19	3632.81	3636.67	30433	0	0
2019.01.13	01:00:00	3636.65	3642.32	3627.93	3633.02	25219	0	0
2019.01.13	02:00:00	3633.04	3649.42	3632.47	3649.11	23007	0	0
2019.01.13	03:00:00	3649.19	3656.53	3645.00	3654.75	28422	0	0
2019.01.13	04:00:00	3654.58	3658.32	3648.15	3649.58	23472	0	0
2019.01.13	05:00:00	3647.98	3653.40	3642.76	3643.68	27260	0	0
2019.01.13	06:00:00	3643.72	3646.69	3633.30	3643.95	32247	0	0
2019.01.13	07:00:00	3643.82	3647.06	3641.53	3646.68	13323	0	0
2019.01.13	08:00:00	3646.68	3649.94	3627.94	3635.33	19986	0	0
2019.01.13	09:00:00	3635.38	3651.01	3632.62	3649.83	20360	0	0
2019.01.13	10:00:00	3649.91	3651.69	3640.47	3648.53	22582	0	0
2019.01.13	11:00:00	3648.54	3650.97	3644.08	3650.96	11632	0	0
2019.01.13	12:00:00	3650.93	3671.74	3617.41	3649.13	38845	0	0
2019.01.13	13:00:00	3649.40	3655.20	3645.33	3652.68	24104	0	0
2019.01.13	14:00:00	3652.71	3653.23	3636.66	3639.69	29966	0	0
2019.01.13	15:00:00	3639.81	3645.26	3629.09	3642.01	23922	0	0
2019.01.13	16:00:00	3642.01	3642.79	3515.40	3529.83	83261	0	0
2019.01.13	17:00:00	3527.69	3555.80	3510.85	3543.91	39174	0	0
2019.01.13	18:00:00	3544.54	3550.60	3526.64	3531.27	29196	0	0
2019.01.13	19:00:00	3531.50	3538.63	3524.40	3529.90	35578	0	0
2019.01.13	20:00:00	3529.90	3537.77	3524.18	3527.70	27965	0	0
2019.01.13	21:00:00	3527.77	3532.31	3485.14	3503.65	6734	0	0
2019.01.13	22:00:00	3503.90	3540.53	3493.05	3512.03	2936	0	0
2019.01.13	23:00:00	3512.53	3541.10	3504.58	3511.56	3379	0	0
2019.01.14	00:00:00	3512.06	3546.71	3508.64	3516.48	6786	0	0
2019.01.14	01:00:00	3515.48	3551.02	3513.73	3519.17	3583	0	0
2019.01.14	02:00:00	3519.67	3556.26	3514.89	3518.57	3692	0	0
2019.01.14	03:00:00	3517.07	3555.36	3515.32	3527.12	4796	0	0
2019.01.14	04:00:00	3527.37	3559.65	3522.97	3529.71	3074	0	0
2019.01.14	05:00:00	3530.21	3570.40	3527.39	3535.48	3355	0	0
2019.01.14	06:00:00	3535.73	3573.31	3530.14	3533.14	6265	0	0
2019.01.14	07:00:00	3533.39	3537.37	3521.86	3531.11	5254	0	642
2019.01.14	08:00:00	3531.61	3572.10	3524.62	3532.53	2773	0	0
2019.01.14	09:00:00	3532.28	3570.45	3522.60	3527.12	3085	0	0
2019.01.14	10:00:00	3528.62	3572.05	3518.09	3520.84	5230	0	0
2019.01.14	11:00:00	3520.59	3558.18	3519.59	3541.09	5167	0	0
2019.01.14	12:00:00	3541.34	3549.32	3533.35	3535.85	3606	0	625
2019.01.14	13:00:00	3535.35	3575.49	3524.86	3535.48	4597	0	0
2019.01.14	14:00:00	3535.73	3684.11	3534.48	3660.43	5835	0	0
2019.01.14	15:00:00	3660.68	3700.31	3588.34	3659.34	4805	0	0
2019.01.14	16:00:00	3659.59	3695.94	3658.34	3668.23	3825	0	0
2019.01.14	17:00:00	3668.73	3698.85	3660.96	3673.28	3538	0	0
2019.01.14	18:00:00	3672.78	3715.29	3668.92	3678.84	4319	0	0
2019.01.14	19:00:00	3679.09	3713.57	3661.60	3669.83	2413	0	0
2019.01.14	20:00:00	3670.08	3740.30	3641.82	3699.38	6211	0	0
2019.01.14	21:00:00	3699.51	3700.08	3651.56	3658.29	9062	0	0
2019.01.14	22:00:00	3658.79	3692.50	3656.79	3661.18	2953	0	0
2019.01.14	23:00:00	3661.36	3705.46	3658.11	3671.63	3962	0	0
2019.01.15	00:00:00	3672.13	3709.28	3668.53	3669.93	2897	0	0
2019.01.15	01:00:00	3668.93	3709.16	3664.29	3666.29	6146	0	0
2019.01.15	02:00:00	3666.54	3706.07	3662.04	3668.04	9014	0	0
2019.01.15	03:00:00	3667.79	3669.24	3659.79	3665.49	5727	0	470
2019.01.15	04:00:00	3665.99	3701.48	3655.74	3660.73	4804	0	0
2019.01.15	05:00:00	3660.48	3699.53	3651.98	3653.52	4423	0	0
2019.01.15	06:00:00	3653.77	3692.31	3652.77	3664.61	3546	0	0
2019.01.15	07:00:00	3663.36	3696.26	3655.36	3695.79	3187	0	0
2019.01.15	08:00:00	3662.34	3663.28	3615.14	3640.14	3611	0	0
2019.01.15	09:00:00	3640.14	3694.80	3631.14	3644.64	2873	0	0
