<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.04.10	1.09224	1.09522	1.09194	1.09347	40868	0	1
2020.04.12	1.09381	1.09444	1.09282	1.09314	7344	0	1
2020.04.13	1.09314	1.09676	1.08925	1.09198	91079	0	1
2020.04.14	1.09198	1.09907	1.09150	1.09833	109883	0	1
2020.04.15	1.09833	1.09872	1.08562	1.09037	100036	0	1
2020.04.16	1.09037	1.09071	1.08166	1.08585	130704	0	1
2020.04.17	1.08585	1.08925	1.08119	1.08739	113621	0	1
2020.04.19	1.08682	1.08784	1.08625	1.08635	7624	0	1
2020.04.20	1.08635	1.08965	1.08411	1.08636	92187	0	1
2020.04.21	1.08636	1.08801	1.08164	1.08562	107316	0	1
2020.04.22	1.08561	1.08851	1.08032	1.08061	81194	0	1
2020.04.23	1.08061	1.08466	1.07560	1.07743	123108	0	1
2020.04.24	1.07743	1.08257	1.07269	1.08244	97501	0	1
2020.04.26	1.08193	1.08225	1.08129	1.08209	5983	0	1
2020.04.27	1.08209	1.08602	1.08112	1.08243	95703	0	1
2020.04.28	1.08243	1.08883	1.08096	1.08324	74977	0	1
2020.04.29	1.08324	1.08855	1.08307	1.08771	74140	0	1
2020.04.30	1.08767	1.09724	1.08328	1.09447	85920	0	1
2020.05.01	1.09447	1.10180	1.09343	1.09802	52167	0	1
2020.05.03	1.09695	1.09743	1.09514	1.09606	6377	0	1
2020.05.04	1.09606	1.09608	1.08956	1.09030	52779	0	1
2020.05.05	1.09031	1.09257	1.08257	1.08384	59063	0	1
2020.05.06	1.08384	1.08436	1.07818	1.07979	53979	0	1
2020.05.07	1.07979	1.08407	1.07664	1.08361	60721	0	1
2020.05.08	1.08360	1.08755	1.08150	1.08386	45912	0	1
2020.05.10	1.08249	1.08394	1.08187	1.08376	4953	0	1
2020.05.11	1.08376	1.08503	1.08005	1.08093	49106	0	1
2020.05.12	1.08091	1.08852	1.07843	1.08455	54025	0	1
2020.05.13	1.08455	1.08963	1.08115	1.08209	58445	0	1
2020.05.14	1.08209	1.08238	1.07748	1.08060	53363	0	1
2020.05.15	1.08060	1.08505	1.07888	1.08187	48449	0	1
2020.05.17	1.08081	1.08232	1.08014	1.08185	4524	0	1
2020.05.18	1.08186	1.09269	1.07998	1.09139	49157	0	1
2020.05.19	1.09139	1.09759	1.09021	1.09259	50032	0	1
2020.05.20	1.09259	1.09989	1.09259	1.09796	45977	0	1
2020.05.21	1.09796	1.10082	1.09372	1.09490	46724	0	1
2020.05.22	1.09489	1.09536	1.08852	1.09022	41139	0	1
2020.05.24	1.08961	1.09081	1.08931	1.09078	3358	0	1
2020.05.25	1.09079	1.09144	1.08706	1.09015	26266	0	1
2020.05.26	1.09016	1.09958	1.08968	1.09784	47200	0	1
2020.05.27	1.09784	1.10306	1.09339	1.10166	72091	0	1
2020.05.28	1.10166	1.10934	1.09917	1.10779	64877	0	1
2020.05.29	1.10779	1.11450	1.10698	1.11076	73968	0	1
2020.05.31	1.11131	1.11195	1.11000	1.11155	5928	0	1
2020.06.01	1.11155	1.11536	1.11003	1.11252	60376	0	1
2020.06.02	1.11252	1.11957	1.11151	1.11851	70126	0	1
2020.06.03	1.11850	1.12576	1.11795	1.12349	77129	0	1
2020.06.04	1.12349	1.13621	1.11947	1.13356	81588	0	1
2020.06.05	1.13356	1.13837	1.12782	1.12874	76504	0	1
2020.06.07	1.12943	1.13195	1.12907	1.13160	5915	0	1
2020.06.08	1.13160	1.13183	1.12682	1.13039	61931	0	1
2020.06.09	1.13039	1.13635	1.12409	1.13320	72066	0	1
2020.06.10	1.13320	1.14222	1.13215	1.13666	78974	0	1
2020.06.11	1.13666	1.14035	1.12868	1.12880	102398	0	1
2020.06.12	1.12880	1.13402	1.12125	1.12604	89885	0	1
2020.06.14	1.12338	1.12582	1.12249	1.12516	10238	0	1
2020.06.15	1.12516	1.13379	1.12266	1.13375	87915	0	1
2020.06.16	1.13375	1.13531	1.12276	1.12648	80411	0	1
2020.06.17	1.12648	1.12939	1.12070	1.12419	76043	0	1
2020.06.18	1.12418	1.12612	1.11854	1.12076	72337	0	1
2020.06.19	1.12076	1.12542	1.11681	1.11765	65045	0	1
2020.06.21	1.11786	1.11874	1.11684	1.11766	5662	0	1
2020.06.22	1.11766	1.12810	1.11737	1.12775	56857	0	1
2020.06.23	1.12775	1.13483	1.12330	1.13124	71769	0	1
2020.06.24	1.13124	1.13257	1.12483	1.12497	60035	0	1
2020.06.25	1.12499	1.12595	1.11902	1.12177	54263	0	1
2020.06.26	1.12178	1.12391	1.11951	1.12179	38864	0	1
2020.06.28	1.12208	1.12275	1.12146	1.12218	3476	0	1
2020.06.29	1.12218	1.12876	1.12192	1.12468	42682	0	1
2020.06.30	1.12467	1.12616	1.11909	1.12334	48256	0	1
2020.07.01	1.12336	1.12749	1.11847	1.12510	45881	0	1
2020.07.02	1.12509	1.13025	1.12231	1.12372	45038	0	1
2020.07.03	1.12373	1.12524	1.12192	1.12482	38435	0	1
2020.07.05	1.12432	1.12494	1.12406	1.12465	2679	0	1
2020.07.06	1.12466	1.13455	1.12465	1.13122	43893	0	1
2020.07.07	1.13122	1.13323	1.12587	1.12744	46894	0	1
2020.07.08	1.12750	1.13515	1.12621	1.13370	46340	0	1
2020.07.09	1.13370	1.13706	1.12801	1.12878	53313	0	1
2020.07.10	1.12881	1.13247	1.12548	1.12965	42299	0	1
2020.07.12	1.13020	1.13171	1.12997	1.13085	4562	0	1
2020.07.13	1.13085	1.13748	1.13008	1.13446	45949	0	1
2020.07.14	1.13447	1.14121	1.13250	1.14099	54123	0	1
2020.07.15	1.14101	1.14518	1.13910	1.14168	45403	0	1
2020.07.16	1.14168	1.14419	1.13703	1.13877	48477	0	1
2020.07.17	1.13877	1.14437	1.13774	1.14258	34328	0	1
2020.07.19	1.14146	1.14456	1.14042	1.14423	5661	0	1
2020.07.20	1.14423	1.14676	1.14021	1.14556	45462	0	1
2020.07.21	1.14558	1.15419	1.14227	1.15348	51328	0	1
2020.07.22	1.15348	1.16009	1.15066	1.15646	57353	0	1
2020.07.23	1.15646	1.16266	1.15402	1.15951	54790	0	1
2020.07.24	1.15953	1.16576	1.15813	1.16549	51627	0	1
2020.07.26	1.16424	1.16554	1.16389	1.16496	8199	0	1
2020.07.27	1.16496	1.17811	1.16494	1.17681	59136	0	1
2020.07.28	1.17680	1.17735	1.16986	1.17184	57760	0	1
2020.07.29	1.17184	1.18059	1.17140	1.17807	57874	0	1
2020.07.30	1.17808	1.18760	1.17307	1.18720	64534	0	1
2020.07.31	1.18716	1.19086	1.17613	1.17713	71200	0	1
2020.08.02	1.17701	1.17966	1.17680	1.17809	6140	0	1
2020.08.03	1.17810	1.17887	1.16957	1.17601	56612	0	1
2020.08.04	1.17601	1.18147	1.17212	1.18134	55169	0	1
2020.08.05	1.18133	1.19047	1.17991	1.18719	54269	0	1
2020.08.06	1.18719	1.19160	1.18178	1.18752	64094	0	1
2020.08.07	1.18752	1.18818	1.17550	1.17854	59744	0	1
2020.08.09	1.17870	1.17892	1.17717	1.17809	4201	0	2
2020.08.10	1.17813	1.18006	1.17354	1.17359	42316	0	1
2020.08.11	1.17361	1.18074	1.17220	1.17348	59637	0	1
2020.08.12	1.17348	1.18165	1.17109	1.17939	58015	0	1
2020.08.13	1.17937	1.18640	1.17934	1.18155	52586	0	1
2020.08.14	1.18156	1.18503	1.17814	1.18413	40392	0	1
2020.08.16	1.18387	1.18530	1.18285	1.18517	3625	0	1
2020.08.17	1.18515	1.18810	1.18286	1.18745	39723	0	1
2020.08.18	1.18743	1.19656	1.18741	1.19462	51075	0	1
2020.08.19	1.19459	1.19526	1.18301	1.18435	55836	0	1
2020.08.20	1.18440	1.18709	1.18020	1.18694	57073	0	1
2020.08.21	1.18694	1.18827	1.17542	1.17964	50990	0	1
2020.08.23	1.17922	1.18064	1.17888	1.17980	4208	0	1
2020.08.24	1.17980	1.18496	1.17841	1.17934	42300	0	1
2020.08.25	1.17934	1.18436	1.17840	1.18340	47441	0	1
2020.08.26	1.18340	1.18403	1.17721	1.18398	44735	0	1
2020.08.27	1.18398	1.19013	1.17621	1.18205	66305	0	1
2020.08.28	1.18205	1.19196	1.18110	1.19055	60501	0	1
2020.08.30	1.19006	1.19200	1.18973	1.19169	5914	0	1
2020.08.31	1.19170	1.19660	1.18839	1.19366	48715	0	1
2020.09.01	1.19366	1.20108	1.19011	1.19224	59256	0	1
2020.09.02	1.19225	1.19241	1.18220	1.18456	53523	0	1
2020.09.03	1.18459	1.18645	1.17887	1.18412	57555	0	1
2020.09.04	1.18413	1.18652	1.17808	1.18394	56266	0	1
2020.09.06	1.18418	1.18467	1.18333	1.18341	3885	0	2
2020.09.07	1.18341	1.18485	1.18111	1.18186	31171	0	1
2020.09.08	1.18186	1.18273	1.17567	1.17666	58004	0	1
2020.09.09	1.17666	1.18337	1.17528	1.18035	49594	0	1
2020.09.10	1.18035	1.19174	1.18004	1.18234	60646	0	1
2020.09.11	1.18234	1.18739	1.18234	1.18459	43882	0	1
2020.09.13	1.18338	1.18473	1.18319	1.18404	3106	0	1
2020.09.14	1.18402	1.18880	1.18321	1.18670	37464	0	1
2020.09.15	1.18670	1.19004	1.18393	1.18419	38541	0	1
2020.09.16	1.18419	1.18826	1.17873	1.18044	53305	0	1
2020.09.17	1.18044	1.18560	1.17374	1.18470	59061	0	1
2020.09.18	1.18470	1.18703	1.18258	1.18413	43643	0	1
2020.09.20	1.18433	1.18498	1.18370	1.18453	4013	0	1
2020.09.21	1.18453	1.18717	1.17316	1.17626	54310	0	1
2020.09.22	1.17626	1.17714	1.16916	1.17060	54416	0	1
2020.09.23	1.17060	1.17189	1.16511	1.16566	53784	0	1
2020.09.24	1.16571	1.16868	1.16264	1.16735	53518	0	1
2020.09.25	1.16735	1.16849	1.16122	1.16296	43982	0	1
2020.09.27	1.16198	1.16378	1.16190	1.16341	3616	0	1
2020.09.28	1.16341	1.16799	1.16151	1.16767	39182	0	1
2020.09.29	1.16767	1.17457	1.16650	1.17416	42300	0	1
2020.09.30	1.17416	1.17547	1.16846	1.17232	58039	0	1
2020.10.01	1.17232	1.17694	1.17171	1.17439	57819	0	1
2020.10.02	1.17439	1.17444	1.16957	1.17165	63307	0	1
2020.10.04	1.17110	1.17198	1.17050	1.17194	4839	0	1
2020.10.05	1.17196	1.17974	1.17175	1.17890	41058	0	1
2020.10.06	1.17889	1.18076	1.17301	1.17370	51447	0	1
2020.10.07	1.17370	1.17818	1.17248	1.17656	45844	0	1
2020.10.08	1.17656	1.17816	1.17324	1.17667	39331	0	1
2020.10.09	1.17667	1.18304	1.17576	1.18293	38348	0	1
2020.10.11	1.18121	1.18236	1.18073	1.18157	4780	0	1
2020.10.12	1.18157	1.18265	1.17866	1.18128	33347	0	1
2020.10.13	1.18128	1.18138	1.17305	1.17419	40396	0	1
2020.10.14	1.17417	1.17712	1.17195	1.17445	42987	0	1
2020.10.15	1.17444	1.17576	1.16882	1.17064	46255	0	1
2020.10.16	1.17064	1.17460	1.16939	1.17160	39750	0	1
2020.10.18	1.17156	1.17208	1.17106	1.17153	3404	0	1
2020.10.19	1.17153	1.17936	1.17030	1.17682	38355	0	1
2020.10.20	1.17684	1.18407	1.17598	1.18290	38745	0	1
2020.10.21	1.18290	1.18806	1.18281	1.18516	48169	0	1
2020.10.22	1.18514	1.18667	1.18114	1.18146	41424	0	1
2020.10.23	1.18146	1.18646	1.17867	1.18598	38292	0	1
2020.10.25	1.18519	1.18581	1.18392	1.18441	6013	0	1
2020.10.26	1.18441	1.18490	1.18031	1.18206	40655	0	1
2020.10.27	1.18206	1.18387	1.17696	1.17789	38546	0	1
2020.10.28	1.17789	1.17879	1.17178	1.17512	47321	0	1
2020.10.29	1.17512	1.17586	1.16499	1.16740	51075	0	1
2020.10.30	1.16743	1.17040	1.16398	1.16462	47336	0	1
2020.11.01	1.16467	1.16495	1.16370	1.16416	4822	0	1
2020.11.02	1.16416	1.16556	1.16221	1.16423	41424	0	1
2020.11.03	1.16423	1.17704	1.16409	1.16892	44377	0	1
2020.11.04	1.16891	1.17454	1.16019	1.17290	87390	0	1
2020.11.05	1.17290	1.18598	1.17108	1.18043	88709	0	1
2020.11.06	1.18045	1.18909	1.17954	1.18746	72861	0	1
2020.11.08	1.18830	1.18950	1.18788	1.18857	6806	0	1
2020.11.09	1.18860	1.19200	1.17951	1.18147	103577	0	1
2020.11.10	1.18145	1.18432	1.17798	1.18177	84949	0	1
2020.11.11	1.18175	1.18328	1.17455	1.17793	52600	0	1
2020.11.12	1.17793	1.18231	1.17586	1.18071	57464	0	1
2020.11.13	1.18069	1.18372	1.17989	1.18326	42062	0	1
2020.11.15	1.18305	1.18488	1.18270	1.18397	4734	0	1
2020.11.16	1.18397	1.18688	1.18141	1.18645	57133	0	1
2020.11.17	1.18640	1.18939	1.18428	1.18589	43377	0	1
2020.11.18	1.18589	1.18910	1.18318	1.18371	50667	0	1
2020.11.19	1.18371	1.18825	1.18163	1.18747	52496	0	1
2020.11.20	1.18748	1.18909	1.18497	1.18587	42089	0	1
2020.11.22	1.18513	1.18733	1.18496	1.18717	3902	0	1
2020.11.23	1.18717	1.19061	1.18000	1.18387	49266	0	1
2020.11.24	1.18387	1.19015	1.18387	1.18968	49759	0	1
2020.11.25	1.18972	1.19298	1.18819	1.19222	55556	0	1
2020.11.26	1.19222	1.19409	1.18853	1.19136	34122	0	1
2020.11.27	1.19136	1.19630	1.19100	1.19593	36473	0	1
2020.11.29	1.19585	1.19738	1.19585	1.19707	4641	0	1
2020.11.30	1.19707	1.20034	1.19236	1.19431	57512	0	1
2020.12.01	1.19431	1.20766	1.19406	1.20665	58333	0	1
2020.12.02	1.20667	1.21184	1.20400	1.21058	69941	0	1
2020.12.03	1.21057	1.21746	1.21011	1.21496	73962	0	1
2020.12.04	1.21498	1.21773	1.21100	1.21201	73333	0	1
2020.12.06	1.21219	1.21327	1.21150	1.21279	6264	0	1
2020.12.07	1.21276	1.21664	1.20787	1.21078	75345	0	1
2020.12.08	1.21078	1.21340	1.20956	1.21116	72782	0	1
2020.12.09	1.21116	1.21474	1.20585	1.20820	72573	0	1
2020.12.10	1.20817	1.21588	1.20796	1.21448	84957	0	1
2020.12.11	1.21448	1.21628	1.21054	1.21125	67883	0	1
2020.12.13	1.21300	1.21432	1.21156	1.21211	6626	0	1
2020.12.14	1.21210	1.21766	1.21187	1.21571	64108	0	1
2020.12.15	1.21572	1.21687	1.21214	1.21501	64652	0	1
2020.12.16	1.21500	1.22124	1.21249	1.21943	77400	0	1
2020.12.17	1.21943	1.22729	1.21922	1.22548	65855	0	1
2020.12.18	1.22548	1.22687	1.22256	1.22542	55017	0	1
2020.12.20	1.22226	1.22349	1.22047	1.22191	7582	0	1
2020.12.21	1.22191	1.22528	1.21296	1.22310	101442	0	1
2020.12.22	1.22309	1.22573	1.21520	1.21631	80133	0	1
2020.12.23	1.21630	1.22212	1.21540	1.22022	78208	0	1
2020.12.24	1.22023	1.22157	1.21774	1.21808	43489	0	1
2020.12.27	1.21862	1.22081	1.21696	1.21923	7121	0	1
2020.12.28	1.21923	1.22506	1.21910	1.22255	63565	0	1
2020.12.29	1.22256	1.22777	1.22243	1.22684	56556	0	1
2020.12.30	1.22685	1.23099	1.22529	1.23063	64860	0	1
2020.12.31	1.23063	1.23093	1.22127	1.22155	55679	0	1
2021.01.03	1.22287	1.22528	1.22266	1.22407	8767	0	1
2021.01.04	1.22407	1.23098	1.22398	1.22557	82649	0	1
2021.01.05	1.22557	1.23261	1.22540	1.23091	77940	0	1
2021.01.06	1.23091	1.23494	1.22657	1.23327	116915	0	1
2021.01.07	1.23328	1.23374	1.22452	1.22577	84780	0	1
2021.01.08	1.22578	1.22845	1.21932	1.22218	94755	0	1
2021.01.10	1.22128	1.22285	1.21804	1.21888	9147	0	1
2021.01.11	1.21887	1.21996	1.21323	1.21593	76076	0	1
2021.01.12	1.21594	1.22160	1.21372	1.22078	71997	0	1
2021.01.13	1.22078	1.22229	1.21399	1.21645	68937	0	1
2021.01.14	1.21644	1.21784	1.21112	1.21544	82559	0	1
2021.01.15	1.21544	1.21574	1.20750	1.20766	66687	0	1
2021.01.17	1.20743	1.20864	1.20644	1.20756	7321	0	1
2021.01.18	1.20758	1.20928	1.20536	1.20864	49004	0	1
2021.01.19	1.20863	1.21465	1.20854	1.21422	61534	0	1
2021.01.20	1.21421	1.21582	1.20767	1.21174	61474	0	1
2021.01.21	1.21174	1.21775	1.21150	1.21690	65898	0	1
2021.01.22	1.21693	1.21894	1.21515	1.21704	52852	0	1
2021.01.24	1.21621	1.21735	1.21571	1.21678	4079	0	1
2021.01.25	1.21679	1.21833	1.21160	1.21341	53403	0	1
2021.01.26	1.21342	1.21760	1.21078	1.21623	52533	0	1
2021.01.27	1.21620	1.21672	1.20586	1.20880	77506	0	1
2021.01.28	1.20880	1.21421	1.20805	1.21075	74744	0	1
2021.01.29	1.21075	1.21558	1.20944	1.21353	71928	0	1
2021.01.31	1.21268	1.21318	1.21189	1.21297	6451	0	1
2021.02.01	1.21297	1.21364	1.20562	1.20678	62395	0	1
2021.02.02	1.20678	1.20876	1.20117	1.20441	58797	0	1
2021.02.03	1.20441	1.20500	1.20042	1.20359	49064	0	1
2021.02.04	1.20359	1.20388	1.19574	1.19689	53736	0	1
2021.02.05	1.19685	1.20498	1.19522	1.20492	62950	0	1
2021.02.07	1.20367	1.20553	1.20305	1.20324	8530	0	1
2021.02.08	1.20325	1.20661	1.20197	1.20578	58575	0	1
2021.02.09	1.20578	1.21221	1.20559	1.21146	61757	0	1
2021.02.10	1.21147	1.21440	1.21088	1.21141	48345	0	1
2021.02.11	1.21142	1.21493	1.21138	1.21287	48509	0	1
2021.02.12	1.21287	1.21317	1.20815	1.21189	51044	0	1
2021.02.14	1.21189	1.21251	1.21150	1.21211	4339	0	1
2021.02.15	1.21211	1.21452	1.21174	1.21373	39886	0	1
2021.02.16	1.21372	1.21694	1.20860	1.20887	66912	0	1
2021.02.17	1.20888	1.20982	1.20234	1.20484	66603	0	1
2021.02.18	1.20484	1.20983	1.20356	1.20973	60479	0	1
2021.02.19	1.20973	1.21443	1.20823	1.21174	55952	0	1
2021.02.21	1.21151	1.21312	1.21131	1.21237	6387	0	1
2021.02.22	1.21237	1.21728	1.20912	1.21703	64904	0	1
2021.02.23	1.21706	1.21802	1.21353	1.21549	66521	0	1
2021.02.24	1.21549	1.21745	1.21092	1.21625	82933	0	1
2021.02.25	1.21626	1.22432	1.21371	1.21574	112723	0	1
2021.02.26	1.21572	1.21826	1.20622	1.20727	118197	0	1
2021.02.28	1.20699	1.21012	1.20676	1.20917	9820	0	1
2021.03.01	1.20915	1.20956	1.20278	1.20387	80315	0	1
2021.03.02	1.20386	1.20944	1.19915	1.20865	78626	0	1
2021.03.03	1.20865	1.21132	1.20429	1.20595	73059	0	1
2021.03.04	1.20595	1.20632	1.19560	1.19664	93992	0	1
2021.03.05	1.19665	1.19665	1.18928	1.19120	91359	0	1
2021.03.07	1.19132	1.19321	1.19122	1.19259	8931	0	1
2021.03.08	1.19259	1.19289	1.18357	1.18442	99594	0	1
2021.03.09	1.18442	1.19157	1.18356	1.18936	92714	0	1
2021.03.10	1.18938	1.19298	1.18687	1.19191	86926	0	1
2021.03.11	1.19191	1.19900	1.19173	1.19831	85714	0	1
2021.03.12	1.19830	1.19886	1.19098	1.19519	79844	0	1
2021.03.14	1.19453	1.19561	1.19413	1.19512	7179	0	1
2021.03.15	1.19512	1.19674	1.19111	1.19229	66058	0	1
2021.03.16	1.19231	1.19517	1.18823	1.19012	67595	0	1
2021.03.17	1.19012	1.19879	1.18863	1.19854	72959	0	1
2021.03.18	1.19854	1.19890	1.19042	1.19072	85061	0	1
2021.03.19	1.19072	1.19372	1.18738	1.19044	68400	0	1
2021.03.21	1.18745	1.18923	1.18693	1.18850	6431	0	1
2021.03.22	1.18850	1.19467	1.18744	1.19334	60500	0	1
2021.03.23	1.19335	1.19370	1.18361	1.18427	64516	0	1
2021.03.24	1.18427	1.18508	1.18088	1.18175	64989	0	1
2021.03.25	1.18175	1.18277	1.17619	1.17820	72615	0	1
2021.03.26	1.17820	1.18049	1.17719	1.17933	49219	0	1
2021.03.28	1.17911	1.17936	1.17854	1.17874	4117	0	1
2021.03.29	1.17873	1.17937	1.17608	1.17684	59135	0	1
2021.03.30	1.17684	1.17736	1.17114	1.17230	56365	0	1
2021.03.31	1.17230	1.17598	1.17041	1.17272	60397	0	1
2021.04.01	1.17273	1.17824	1.17124	1.17773	53264	0	1
2021.04.02	1.17773	1.17864	1.17488	1.17608	24394	0	1
2021.04.04	1.17538	1.17677	1.17511	1.17676	5961	0	1
2021.04.05	1.17675	1.18196	1.17382	1.18169	33780	0	1
2021.04.06	1.18167	1.18776	1.17951	1.18737	54385	0	1
2021.04.07	1.18740	1.19147	1.18609	1.18724	64334	0	1
2021.04.08	1.18725	1.19273	1.18605	1.19153	53047	0	1
2021.04.09	1.19152	1.19202	1.18672	1.19010	50459	0	1
2021.04.11	1.18885	1.19037	1.18864	1.18959	4019	0	1
2021.04.12	1.18959	1.19190	1.18712	1.19117	53202	0	1
2021.04.13	1.19117	1.19560	1.18775	1.19537	64400	0	1
2021.04.14	1.19538	1.19874	1.19509	1.19830	45751	0	1
2021.04.15	1.19829	1.19933	1.19561	1.19694	44482	0	1
2021.04.16	1.19693	1.19949	1.19504	1.19809	37580	0	1
2021.04.18	1.19695	1.19771	1.19678	1.19690	3763	0	1
2021.04.19	1.19690	1.20481	1.19426	1.20425	47178	0	1
2021.04.20	1.20425	1.20798	1.20224	1.20324	47837	0	1
2021.04.21	1.20323	1.20436	1.19984	1.20373	40225	0	1
2021.04.22	1.20374	1.20690	1.19937	1.20144	50349	0	1
2021.04.23	1.20145	1.21000	1.20129	1.20973	40365	0	1
2021.04.25	1.20897	1.20981	1.20880	1.20893	3385	0	1
2021.04.26	1.20894	1.21170	1.20613	1.20796	42099	0	1
2021.04.27	1.20791	1.20930	1.20568	1.20892	38287	0	1
2021.04.28	1.20892	1.21355	1.20563	1.21348	50730	0	1
2021.04.29	1.21353	1.21502	1.21021	1.21248	46136	0	1
2021.04.30	1.21248	1.21266	1.20166	1.20208	44853	0	1
2021.05.02	1.20236	1.20303	1.20194	1.20273	2863	0	1
2021.05.03	1.20273	1.20759	1.20129	1.20590	37145	0	1
2021.05.04	1.20590	1.20602	1.19992	1.20146	50521	0	1
2021.05.05	1.20147	1.20268	1.19860	1.20076	40693	0	1
2021.05.06	1.20077	1.20716	1.19931	1.20652	45106	0	1
2021.05.07	1.20653	1.21713	1.20530	1.21618	56797	0	1
2021.05.09	1.21600	1.21769	1.21595	1.21706	3971	0	1
2021.05.10	1.21705	1.21783	1.21270	1.21405	50758	0	1
2021.05.11	1.21406	1.21817	1.21230	1.21442	57255	0	1
2021.05.12	1.21442	1.21521	1.20656	1.20777	69704	0	1
2021.05.13	1.20780	1.21061	1.20515	1.20768	65801	0	1
2021.05.14	1.20768	1.21476	1.20708	1.21441	48223	0	1
2021.05.16	1.21371	1.21513	1.21323	1.21500	2684	0	1
2021.05.17	1.21500	1.21687	1.21260	1.21563	46733	0	1
2021.05.18	1.21563	1.22339	1.21536	1.22225	49084	0	1
2021.05.19	1.22225	1.22452	1.21599	1.21705	75474	0	1
2021.05.20	1.21705	1.22300	1.21690	1.22251	55130	0	1
2021.05.21	1.22251	1.22398	1.21610	1.21806	56933	0	1
2021.05.23	1.21774	1.21843	1.21694	1.21807	4365	0	1
2021.05.24	1.21806	1.22300	1.21747	1.22142	56156	0	1
2021.05.25	1.22142	1.22664	1.22117	1.22469	61588	0	1
2021.05.26	1.22469	1.22630	1.21820	1.21920	58652	0	1
2021.05.27	1.21919	1.22151	1.21751	1.21928	58967	0	1
2021.05.28	1.21928	1.22050	1.21327	1.21896	58258	0	1
2021.05.30	1.21949	1.22000	1.21890	1.21895	3240	0	1
2021.05.31	1.21897	1.22345	1.21833	1.22326	36380	0	1
2021.06.01	1.22325	1.22543	1.22111	1.22175	52303	0	1
2021.06.02	1.22175	1.22265	1.21643	1.22096	53370	0	1
2021.06.03	1.22097	1.22143	1.21183	1.21301	59620	0	1
2021.06.04	1.21301	1.21856	1.21041	1.21662	54416	0	1
2021.06.06	1.21590	1.21677	1.21570	1.21666	2244	0	1
2021.06.07	1.21666	1.22018	1.21448	1.21907	40843	0	1
2021.06.08	1.21905	1.21942	1.21643	1.21725	48413	0	1
2021.06.09	1.21726	1.22179	1.21715	1.21785	42902	0	1
2021.06.10	1.21780	1.21950	1.21432	1.21726	66748	0	1
2021.06.11	1.21726	1.21931	1.20927	1.21052	53447	0	1
2021.06.13	1.21038	1.21120	1.20998	1.21096	3868	0	1
2021.06.14	1.21096	1.21303	1.20942	1.21219	46873	0	1
2021.06.15	1.21220	1.21473	1.21014	1.21246	51348	0	1
2021.06.16	1.21246	1.21348	1.19866	1.19952	73862	0	1
2021.06.17	1.19951	1.20064	1.18918	1.19131	93416	0	1
2021.06.18	1.19130	1.19251	1.18459	1.18597	94285	0	1
2021.06.20	1.18544	1.18753	1.18537	1.18706	5246	0	1
2021.06.21	1.18703	1.19212	1.18477	1.19120	87644	0	1
2021.06.22	1.19123	1.19525	1.18809	1.19365	67324	0	1
2021.06.23	1.19365	1.19703	1.19116	1.19297	66933	0	1
2021.06.24	1.19298	1.19563	1.19175	1.19279	65010	0	1
2021.06.25	1.19280	1.19752	1.19265	1.19370	56810	0	1
2021.06.27	1.19324	1.19421	1.19284	1.19416	3179	0	1
2021.06.28	1.19416	1.19445	1.19025	1.19287	60852	0	1
2021.06.29	1.19288	1.19298	1.18777	1.19005	62424	0	1
2021.06.30	1.19005	1.19090	1.18452	1.18558	70132	0	1
2021.07.01	1.18560	1.18842	1.18374	1.18459	69797	0	1
2021.07.02	1.18458	1.18743	1.18071	1.18647	69710	0	1
2021.07.04	1.18586	1.18709	1.18542	1.18559	3542	0	1
2021.07.05	1.18559	1.18805	1.18515	1.18626	47564	0	1
2021.07.06	1.18625	1.18950	1.18067	1.18222	79686	0	1
2021.07.07	1.18222	1.18362	1.17817	1.17929	75556	0	1
2021.07.08	1.17929	1.18679	1.17836	1.18465	91741	0	1
2021.07.09	1.18465	1.18811	1.18251	1.18772	70997	0	1
2021.07.11	1.18724	1.18767	1.18659	1.18727	4086	0	1
2021.07.12	1.18726	1.18802	1.18361	1.18629	56404	0	1
2021.07.13	1.18632	1.18752	1.17724	1.17750	69816	0	1
2021.07.14	1.17750	1.18388	1.17719	1.18331	71099	0	1
2021.07.15	1.18331	1.18506	1.17962	1.18114	73720	0	1
2021.07.16	1.18114	1.18224	1.17921	1.18051	68049	0	1
2021.07.18	1.18044	1.18138	1.18013	1.18123	3354	0	1
2021.07.19	1.18125	1.18243	1.17640	1.17921	81103	0	1
2021.07.20	1.17920	1.18025	1.17558	1.17814	70037	0	1
2021.07.21	1.17813	1.18047	1.17519	1.17923	57279	0	1
2021.07.22	1.17923	1.18303	1.17575	1.17724	65506	0	1
2021.07.23	1.17724	1.17865	1.17544	1.17716	45940	0	1
2021.07.25	1.17687	1.17747	1.17650	1.17729	2144	0	1
2021.07.26	1.17729	1.18173	1.17635	1.18048	54868	0	1
2021.07.27	1.18048	1.18411	1.17701	1.18204	63413	0	1
2021.07.28	1.18211	1.18494	1.17721	1.18456	64657	0	1
2021.07.29	1.18456	1.18943	1.18407	1.18902	48458	0	1
2021.07.30	1.18902	1.19087	1.18517	1.18676	52780	0	1
2021.08.01	1.18631	1.18695	1.18598	1.18664	2089	0	1
2021.08.02	1.18662	1.18969	1.18590	1.18742	47487	0	1
2021.08.03	1.18746	1.18933	1.18537	1.18692	49470	0	1
