<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.11	1878.010	1886.630	1867.150	1877.620	128609	0	30
2023.01.12	1877.650	1901.610	1875.300	1898.060	175478	0	30
2023.01.13	1898.090	1921.890	1892.320	1920.288	153202	0	40
2023.01.15	1921.910	1922.040	1916.790	1919.050	6007	0	90
2023.01.16	1918.860	1928.960	1910.850	1918.280	88911	0	50
2023.01.17	1918.270	1918.900	1903.820	1907.300	141733	0	50
2023.01.18	1907.300	1925.890	1896.590	1905.110	185063	0	10
2023.01.19	1905.080	1935.170	1900.980	1930.480	156526	0	30
2023.01.20	1930.480	1937.540	1920.690	1925.954	133384	0	30
2023.01.22	1924.210	1932.500	1924.120	1932.310	6449	0	120
2023.01.23	1932.280	1935.590	1911.400	1930.820	145145	0	40
2023.01.24	1930.850	1942.530	1917.170	1936.820	145280	0	50
2023.01.25	1936.820	1949.090	1919.880	1945.250	146441	0	40
2023.01.26	1945.240	1948.990	1918.620	1933.720	146909	0	40
2023.01.27	1933.690	1935.110	1916.590	1928.302	117698	0	30
2023.01.29	1926.750	1930.020	1926.360	1928.630	4862	0	120
2023.01.30	1928.590	1934.500	1920.690	1922.760	148547	0	30
2023.01.31	1922.750	1931.150	1900.820	1927.550	163182	0	50
2023.02.01	1927.600	1956.090	1920.540	1952.420	179521	0	40
2023.02.02	1952.430	1959.680	1911.249	1916.360	189541	0	40
2023.02.03	1916.360	1918.600	1861.440	1865.742	176446	0	30
2023.02.05	1864.250	1870.020	1863.680	1869.830	9837	0	70
2023.02.06	1869.810	1881.380	1863.070	1869.880	147692	0	40
2023.02.07	1869.880	1884.400	1864.990	1876.680	162384	0	10
2023.02.08	1876.680	1886.360	1869.030	1874.340	122761	0	50
2023.02.09	1874.300	1890.310	1858.910	1862.750	130159	0	50
2023.02.10	1862.860	1872.230	1852.800	1865.352	136028	0	40
2023.02.12	1863.960	1865.180	1860.640	1863.100	4589	0	100
2023.02.13	1863.080	1866.580	1850.470	1856.220	109143	0	50
2023.02.14	1856.140	1870.660	1843.290	1855.830	148317	0	30
2023.02.15	1855.820	1860.110	1830.450	1835.350	133631	0	30
2023.02.16	1835.340	1845.300	1827.640	1832.590	139572	0	40
2023.02.17	1832.400	1843.600	1818.900	1842.537	127352	0	30
2023.02.19	1841.200	1841.710	1837.290	1838.870	4336	0	110
2023.02.20	1838.870	1847.480	1838.050	1841.600	68344	0	50
2023.02.21	1841.620	1843.840	1830.230	1836.940	130047	0	40
2023.02.22	1836.940	1846.030	1823.160	1824.450	136438	0	40
2023.02.23	1824.460	1833.780	1817.460	1826.420	126311	0	40
2023.02.24	1826.420	1827.820	1808.930	1810.815	131002	0	40
2023.02.26	1811.960	1813.870	1810.330	1813.510	5364	0	120
2023.02.27	1813.590	1820.180	1806.690	1816.510	113296	0	40
2023.02.28	1816.530	1831.180	1804.690	1823.470	119281	0	50
2023.03.01	1823.560	1844.550	1823.270	1835.660	125539	0	50
2023.03.02	1835.640	1840.530	1829.990	1839.470	117426	0	50
2023.03.03	1839.460	1856.320	1837.880	1855.302	112675	0	60
2023.03.05	1853.730	1854.180	1851.380	1852.230	3779	0	120
2023.03.06	1852.270	1858.270	1844.060	1845.840	108418	0	50
2023.03.07	1845.860	1851.660	1812.350	1813.330	137283	0	10
2023.03.08	1813.380	1824.300	1809.410	1815.870	124407	0	30
2023.03.09	1815.880	1835.680	1811.940	1834.080	130285	0	30
2023.03.10	1834.080	1870.180	1827.750	1867.146	190843	0	0
2023.03.12	1893.720	1893.980	1875.150	1876.960	23787	0	90
2023.03.13	1876.960	1914.620	1871.550	1912.480	239898	0	10
2023.03.14	1912.420	1913.570	1895.420	1901.710	193261	0	50
2023.03.15	1901.700	1937.360	1885.750	1913.520	219193	0	0
2023.03.16	1913.410	1933.510	1907.580	1919.560	190673	0	20
2023.03.17	1919.660	1988.348	1918.260	1988.166	178828	0	20
2023.03.19	1985.880	1987.850	1971.660	1971.910	12387	0	100
2023.03.20	1971.920	2009.800	1965.830	1980.400	213906	0	10
2023.03.21	1980.390	1985.190	1935.440	1943.400	150736	0	0
2023.03.22	1943.430	1979.190	1934.280	1972.870	169192	0	10
2023.03.23	1972.870	2003.330	1966.280	1993.690	182858	0	20
