<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.05.09	5943.47	6171.96	5930.21	6149.15	68860	0	0
2019.05.10	6149.46	6423.46	6099.46	6359.47	210123	0	0
2019.05.11	6359.94	7376.54	6359.94	7179.94	2444689	0	0
2019.05.12	7179.62	7522.37	6780.07	6975.92	3131492	0	0
2019.05.13	6976.67	8166.17	6863.92	7819.67	135549	0	0
2019.05.14	7819.67	8348.17	7616.31	7990.46	156431	0	0
2019.05.15	7989.96	8300.05	7829.71	8196.46	102536	0	0
2019.05.16	8199.21	8387.46	7665.99	7877.95	144459	0	0
2019.05.17	7877.95	7941.20	6504.33	7362.31	529889	0	0
2019.05.18	7362.63	7482.36	7203.47	7256.38	1945120	0	0
2019.05.19	7256.19	8313.45	7246.91	8194.45	2415156	0	0
2019.05.20	8194.45	8195.70	7553.95	7997.45	173258	0	0
2019.05.21	7997.45	8108.70	7794.70	7947.20	115067	0	0
2019.05.22	7947.20	8034.70	7489.45	7619.70	86523	0	0
2019.05.23	7618.95	7980.95	7449.95	7876.45	65775	0	0
2019.05.24	7877.45	8176.45	7790.70	7994.02	304536	0	0
2019.05.25	7992.27	8148.64	7935.98	8056.53	1483900	0	0
2019.05.26	8056.70	8780.95	7879.73	8726.45	1510232	0	0
2019.05.27	8728.20	8948.20	8588.41	8767.29	70023	0	0
2019.05.28	8765.95	8816.45	8518.45	8712.95	63073	0	0
2019.05.29	8711.95	8758.12	8416.95	8662.87	74304	0	0
2019.05.30	8663.12	9075.12	7962.13	8275.52	90711	0	0
2019.05.31	8275.37	8563.86	8105.37	8542.02	276650	0	0
2019.06.01	8542.12	8613.04	8448.24	8537.62	1518850	0	0
2019.06.02	8538.22	8815.24	8526.96	8734.62	1304816	0	0
2019.06.03	8734.62	8743.87	7987.93	8095.87	79209	0	0
2019.06.04	8095.37	8095.87	7419.12	7669.12	100447	0	0
2019.06.05	7668.87	7923.97	7571.67	7784.87	85066	0	0
2019.06.06	7784.12	7872.12	7413.00	7805.24	66088	0	0
2019.06.07	7805.74	8128.74	7756.24	7989.39	256407	0	0
2019.06.08	7989.48	8053.12	7779.22	7916.57	1384238	0	0
2019.06.09	7917.00	7949.45	7499.99	7632.74	1350796	0	0
2019.06.10	7628.99	8082.99	7512.99	8012.99	57319	0	0
2019.06.11	8011.34	8051.99	7699.19	7916.24	52632	0	0
2019.06.12	7915.74	8273.74	7812.68	8168.99	72238	0	0
2019.06.13	8168.99	8333.74	8033.99	8235.74	59214	0	0
2019.06.14	8237.24	8729.37	8175.54	8687.96	344761	0	0
2019.06.15	8688.10	8900.46	8603.14	8848.24	1420198	0	0
2019.06.16	8848.13	9377.44	8791.03	8978.00	2435430	0	0
2019.06.17	8975.24	9471.24	8962.24	9327.74	74250	0	0
2019.06.18	9327.74	9355.49	8919.24	9077.74	79772	0	0
2019.06.19	9078.24	9321.24	8983.77	9276.24	53813	0	0
2019.06.20	9275.19	9601.49	9212.24	9532.49	66058	0	0
2019.06.21	9532.49	10218.82	9532.49	10204.07	350097	0	0
2019.06.22	10205.18	11199.09	10078.77	10677.38	3977596	0	0
2019.06.23	10677.45	11247.49	10509.68	10838.74	2807086	0	0
2019.06.24	10839.24	11092.38	10521.24	11029.08	82372	0	0
2019.06.25	11029.58	11791.43	10957.00	11743.70	90310	0	0
2019.06.26	11743.60	13849.59	11463.84	12889.38	538673	0	0
2019.06.27	12890.12	13296.60	10229.10	11159.95	279896	0	0
2019.06.28	11158.85	12416.40	10701.64	12339.20	630308	0	0
2019.06.29	12338.79	12346.49	11344.19	11877.08	4833344	0	0
2019.06.30	11877.10	12197.05	10616.97	10736.28	3520527	0	0
